send_id,campaign_id,customer_id,email_sent_date,opened_flag,clicked_flag
S001073,CMP-2601,C00463,2026-01-20,1,0
S001074,CMP-2601,C00349,2026-01-20,1,0
S001075,CMP-2601,C00085,2026-01-20,0,0
S001076,CMP-2601,C00022,2026-01-20,0,0
S001077,CMP-2601,C00176,2026-01-20,0,0
S001078,CMP-2601,C00260,2026-01-20,0,0
S001079,CMP-2601,C00321,2026-01-20,0,0
S001080,CMP-2601,C00534,2026-01-20,1,0
S001081,CMP-2601,C00476,2026-01-20,0,0
S001082,CMP-2601,C00175,2026-01-20,0,0
S001083,CMP-2601,C00491,2026-01-20,1,0
S001084,CMP-2601,C00324,2026-01-20,1,1
S001085,CMP-2601,C00555,2026-01-20,1,0
S001086,CMP-2601,C00082,2026-01-20,0,0
S001087,CMP-2601,C00409,2026-01-20,1,1
S001088,CMP-2601,C00294,2026-01-20,1,0
S001089,CMP-2601,C00072,2026-01-20,1,1
S001090,CMP-2601,C00485,2026-01-20,0,0
S001091,CMP-2601,C00106,2026-01-20,0,0
S001092,CMP-2601,C00355,2026-01-20,1,0
S001093,CMP-2601,C00203,2026-01-20,1,1
S001094,CMP-2601,C00042,2026-01-20,0,0
S001095,CMP-2601,C00215,2026-01-20,0,0
S001096,CMP-2601,C00058,2026-01-20,1,0
S001097,CMP-2601,C00257,2026-01-20,1,0
S001098,CMP-2601,C00471,2026-01-20,0,0
S001099,CMP-2601,C00425,2026-01-20,0,0
S001100,CMP-2601,C00267,2026-01-20,1,0
S001101,CMP-2601,C00054,2026-01-20,1,0
S001102,CMP-2601,C00295,2026-01-20,0,0
S001103,CMP-2601,C00003,2026-01-20,1,0
S001104,CMP-2601,C00131,2026-01-20,0,0
S001105,CMP-2601,C00282,2026-01-20,0,0
S001106,CMP-2601,C00341,2026-01-20,1,1
S001107,CMP-2601,C00426,2026-01-20,0,0
S001108,CMP-2601,C00379,2026-01-20,0,0
S001109,CMP-2601,C00117,2026-01-20,0,0
S001110,CMP-2601,C00351,2026-01-20,0,0
S001111,CMP-2601,C00364,2026-01-20,1,0
S001112,CMP-2601,C00172,2026-01-20,0,0
S001113,CMP-2601,C00486,2026-01-20,1,0
S001114,CMP-2601,C00060,2026-01-20,0,0
S001115,CMP-2601,C00167,2026-01-20,0,0
S001116,CMP-2601,C00375,2026-01-20,1,1
S001117,CMP-2601,C00595,2026-01-20,0,0
S001118,CMP-2601,C00567,2026-01-20,0,0
S001119,CMP-2601,C00525,2026-01-20,0,0
S001120,CMP-2601,C00268,2026-01-20,0,1
S001121,CMP-2601,C00337,2026-01-20,0,0
S001122,CMP-2601,C00202,2026-01-20,1,0
S001123,CMP-2601,C00113,2026-01-20,0,0
S001124,CMP-2601,C00296,2026-01-20,0,0
S001125,CMP-2601,C00517,2026-01-20,1,0
S001126,CMP-2601,C00441,2026-01-20,0,0
S001127,CMP-2601,C00353,2026-01-20,0,0
S001128,CMP-2601,C00560,2026-01-20,1,0
S001129,CMP-2601,C00537,2026-01-20,1,0
S001130,CMP-2601,C00459,2026-01-20,0,0
S001131,CMP-2601,C00330,2026-01-20,0,0
S001132,CMP-2601,C00233,2026-01-20,1,1
S001133,CMP-2601,C00573,2026-01-20,0,0
S001134,CMP-2601,C00356,2026-01-20,0,0
S001135,CMP-2601,C00501,2026-01-20,0,0
S001136,CMP-2601,C00496,2026-01-20,1,1
S001137,CMP-2601,C00594,2026-01-20,1,0
S001138,CMP-2601,C00597,2026-01-20,0,0
S001139,CMP-2601,C00444,2026-01-20,1,0
S001140,CMP-2601,C00074,2026-01-20,1,0
S001141,CMP-2601,C00037,2026-01-20,1,0
S001142,CMP-2601,C00483,2026-01-20,0,0
S001143,CMP-2601,C00528,2026-01-20,1,0
S001144,CMP-2601,C00542,2026-01-20,0,0
S001145,CMP-2601,C00208,2026-01-20,0,0
S001146,CMP-2601,C00156,2026-01-20,0,0
S001147,CMP-2601,C00108,2026-01-20,0,0
S001148,CMP-2601,C00442,2026-01-20,1,0
S001149,CMP-2601,C00327,2026-01-20,1,0
S001150,CMP-2601,C00050,2026-01-20,1,1
S001151,CMP-2601,C00098,2026-01-20,0,0
S001152,CMP-2601,C00506,2026-01-20,0,0
S001153,CMP-2601,C00009,2026-01-20,0,0
S001154,CMP-2601,C00016,2026-01-20,0,0
S001155,CMP-2601,C00152,2026-01-20,1,0
S001156,CMP-2601,C00062,2026-01-20,0,0
S001157,CMP-2601,C00107,2026-01-20,1,1
S001158,CMP-2601,C00096,2026-01-20,1,0
S001159,CMP-2601,C00487,2026-01-20,0,0
S001160,CMP-2601,C00035,2026-01-20,0,0
S001161,CMP-2601,C00436,2026-01-20,1,1
S001162,CMP-2601,C00232,2026-01-20,0,0
S001163,CMP-2601,C00061,2026-01-20,1,0
S001164,CMP-2601,C00217,2026-01-20,0,0
S001165,CMP-2601,C00433,2026-01-20,1,0
S001166,CMP-2601,C00207,2026-01-20,0,0
S001167,CMP-2601,C00006,2026-01-20,1,0
S001168,CMP-2601,C00306,2026-01-20,1,1
S001169,CMP-2601,C00154,2026-01-20,1,0
S001170,CMP-2601,C00424,2026-01-20,0,0
S001171,CMP-2601,C00199,2026-01-20,1,0
S001172,CMP-2601,C00384,2026-01-20,1,1
S001173,CMP-2601,C00505,2026-01-20,0,0
S001174,CMP-2601,C00414,2026-01-20,0,0
S001175,CMP-2601,C00220,2026-01-20,0,0
S001176,CMP-2601,C00590,2026-01-20,0,0
S001177,CMP-2601,C00302,2026-01-20,0,0
S001178,CMP-2601,C00245,2026-01-20,0,0
S001179,CMP-2601,C00315,2026-01-20,0,0
S001180,CMP-2601,C00304,2026-01-20,1,0
S001181,CMP-2601,C00402,2026-01-20,0,0
S001182,CMP-2601,C00252,2026-01-20,1,1
S001183,CMP-2601,C00017,2026-01-20,0,0
S001184,CMP-2601,C00256,2026-01-20,0,0
S001185,CMP-2601,C00562,2026-01-20,1,0
S001186,CMP-2601,C00376,2026-01-20,1,0
S001187,CMP-2601,C00347,2026-01-20,0,0
S001188,CMP-2601,C00397,2026-01-20,0,0
S001189,CMP-2601,C00243,2026-01-20,0,0
S001190,CMP-2601,C00197,2026-01-20,1,1
S001191,CMP-2601,C00276,2026-01-20,0,0
S001192,CMP-2601,C00051,2026-01-20,1,0
S001193,CMP-2601,C00380,2026-01-20,1,1
S001194,CMP-2601,C00301,2026-01-20,1,0
S001195,CMP-2601,C00322,2026-01-20,0,0
S001196,CMP-2601,C00319,2026-01-20,0,0
S001197,CMP-2601,C00516,2026-01-20,0,0
S001198,CMP-2601,C00195,2026-01-20,1,0
S001199,CMP-2601,C00020,2026-01-20,0,0
S001200,CMP-2601,C00250,2026-01-20,1,0
S001201,CMP-2602,C00377,2026-03-01,1,0
S001202,CMP-2602,C00588,2026-03-01,1,0
S001203,CMP-2602,C00286,2026-03-01,0,0
S001204,CMP-2602,C00474,2026-03-01,1,0
S001205,CMP-2602,C00252,2026-03-01,0,0
S001206,CMP-2602,C00466,2026-03-01,0,1
S001207,CMP-2602,C00180,2026-03-01,0,0
S001208,CMP-2602,C00113,2026-03-01,1,1
S001209,CMP-2602,C00255,2026-03-01,1,0
S001210,CMP-2602,C00166,2026-03-01,1,0
S001211,CMP-2602,C00044,2026-03-01,0,0
S001212,CMP-2602,C00069,2026-03-01,1,0
S001213,CMP-2602,C00387,2026-03-01,1,0
S001214,CMP-2602,C00140,2026-03-01,1,1
S001215,CMP-2602,C00001,2026-03-01,0,0
S001216,CMP-2602,C00295,2026-03-01,0,0
S001217,CMP-2602,C00472,2026-03-01,0,0
S001218,CMP-2602,C00542,2026-03-01,0,0
S001219,CMP-2602,C00502,2026-03-01,1,1
S001220,CMP-2602,C00405,2026-03-01,0,0
S001221,CMP-2602,C00564,2026-03-01,0,0
S001222,CMP-2602,C00555,2026-03-01,1,0
S001223,CMP-2602,C00414,2026-03-01,0,0
S001224,CMP-2602,C00538,2026-03-01,0,0
S001225,CMP-2602,C00478,2026-03-01,0,0
S001226,CMP-2602,C00533,2026-03-01,1,1
S001227,CMP-2602,C00363,2026-03-01,0,0
S001228,CMP-2602,C00415,2026-03-01,1,0
S001229,CMP-2602,C00258,2026-03-01,0,0
S001230,CMP-2602,C00537,2026-03-01,1,0
S001231,CMP-2602,C00418,2026-03-01,0,1
S001232,CMP-2602,C00171,2026-03-01,1,0
S001233,CMP-2602,C00516,2026-03-01,0,0
S001234,CMP-2602,C00512,2026-03-01,0,0
S001235,CMP-2602,C00130,2026-03-01,0,0
S001236,CMP-2602,C00038,2026-03-01,1,0
S001237,CMP-2602,C00212,2026-03-01,1,0
S001238,CMP-2602,C00076,2026-03-01,0,0
S001239,CMP-2602,C00600,2026-03-01,0,0
S001240,CMP-2602,C00306,2026-03-01,1,0
S001241,CMP-2602,C00119,2026-03-01,1,0
S001242,CMP-2602,C00423,2026-03-01,1,1
S001243,CMP-2602,C00392,2026-03-01,1,1
S001244,CMP-2602,C00385,2026-03-01,0,0
S001245,CMP-2602,C00307,2026-03-01,1,1
S001246,CMP-2602,C00383,2026-03-01,0,0
S001247,CMP-2602,C00025,2026-03-01,1,1
S001248,CMP-2602,C00323,2026-03-01,0,0
S001249,CMP-2602,C00499,2026-03-01,0,0
S001250,CMP-2602,C00204,2026-03-01,0,0
S001251,CMP-2602,C00017,2026-03-01,0,0
S001252,CMP-2602,C00221,2026-03-01,0,0
S001253,CMP-2602,C00446,2026-03-01,1,0
S001254,CMP-2602,C00151,2026-03-01,0,0
S001255,CMP-2602,C00461,2026-03-01,0,0
S001256,CMP-2602,C00144,2026-03-01,0,0
S001257,CMP-2602,C00310,2026-03-01,0,0
S001258,CMP-2602,C00406,2026-03-01,1,0
S001259,CMP-2602,C00251,2026-03-01,1,1
S001260,CMP-2602,C00146,2026-03-01,1,1
S001261,CMP-2602,C00550,2026-03-01,1,0
S001262,CMP-2602,C00233,2026-03-01,1,1
S001263,CMP-2602,C00450,2026-03-01,0,0
S001264,CMP-2602,C00259,2026-03-01,0,0
S001265,CMP-2602,C00552,2026-03-01,0,0
S001266,CMP-2602,C00409,2026-03-01,0,0
S001267,CMP-2602,C00576,2026-03-01,1,1
S001268,CMP-2602,C00477,2026-03-01,1,0
S001269,CMP-2602,C00381,2026-03-01,0,0
S001270,CMP-2602,C00210,2026-03-01,1,0
S001271,CMP-2602,C00475,2026-03-01,0,0
S001272,CMP-2602,C00134,2026-03-01,0,0
S001273,CMP-2602,C00426,2026-03-01,1,0
S001274,CMP-2602,C00053,2026-03-01,0,0
S001275,CMP-2602,C00596,2026-03-01,0,0
S001276,CMP-2602,C00150,2026-03-01,0,0
S001277,CMP-2602,C00104,2026-03-01,0,0
S001278,CMP-2602,C00303,2026-03-01,1,0
S001279,CMP-2602,C00384,2026-03-01,1,0
S001280,CMP-2602,C00055,2026-03-01,0,0
S001281,CMP-2602,C00359,2026-03-01,0,0
S001282,CMP-2602,C00575,2026-03-01,0,0
S001283,CMP-2602,C00396,2026-03-01,0,0
S001284,CMP-2602,C00444,2026-03-01,0,0
S001285,CMP-2602,C00080,2026-03-01,0,0
S001286,CMP-2602,C00302,2026-03-01,0,0
S001287,CMP-2602,C00364,2026-03-01,0,0
S001288,CMP-2602,C00489,2026-03-01,1,1
S001289,CMP-2602,C00042,2026-03-01,0,0
S001290,CMP-2602,C00479,2026-03-01,0,0
S001291,CMP-2602,C00503,2026-03-01,0,0
S001292,CMP-2602,C00445,2026-03-01,1,0
S001293,CMP-2602,C00434,2026-03-01,0,0
S001294,CMP-2602,C00246,2026-03-01,0,0
S001295,CMP-2602,C00035,2026-03-01,0,0
S001296,CMP-2602,C00181,2026-03-01,0,0
S001297,CMP-2602,C00170,2026-03-01,0,0
S001298,CMP-2602,C00100,2026-03-01,0,0
S001299,CMP-2602,C00159,2026-03-01,0,0
S001300,CMP-2602,C00473,2026-03-01,0,0
S001301,CMP-2602,C00260,2026-03-01,0,0
S001302,CMP-2602,C00085,2026-03-01,0,0
S001303,CMP-2602,C00006,2026-03-01,0,0
S001304,CMP-2602,C00052,2026-03-01,0,0
S001305,CMP-2602,C00075,2026-03-01,0,0
S001306,CMP-2602,C00382,2026-03-01,0,0
S001307,CMP-2602,C00365,2026-03-01,0,0
S001308,CMP-2602,C00288,2026-03-01,0,0
S001309,CMP-2602,C00139,2026-03-01,1,0
S001310,CMP-2602,C00031,2026-03-01,0,0
S001311,CMP-2602,C00013,2026-03-01,0,0
S001312,CMP-2602,C00261,2026-03-01,0,0
S001313,CMP-2602,C00112,2026-03-01,0,0
S001314,CMP-2602,C00553,2026-03-01,0,0
S001315,CMP-2602,C00267,2026-03-01,0,0
S001316,CMP-2602,C00191,2026-03-01,0,0
S001317,CMP-2602,C00490,2026-03-01,0,0
S001318,CMP-2602,C00230,2026-03-01,1,0
S001319,CMP-2602,C00207,2026-03-01,0,0
S001320,CMP-2602,C00172,2026-03-01,0,0
S001321,CMP-2602,C00535,2026-03-01,1,0
S001322,CMP-2602,C00314,2026-03-01,1,0
S001323,CMP-2602,C00236,2026-03-01,0,0
S001324,CMP-2602,C00178,2026-03-01,1,0
S001325,CMP-2602,C00319,2026-03-01,0,0
S001326,CMP-2602,C00168,2026-03-01,1,0
S001327,CMP-2602,C00541,2026-03-01,0,0
S001328,CMP-2602,C00189,2026-03-01,0,0
S001329,CMP-2602,C00027,2026-03-01,0,0
S001330,CMP-2602,C00411,2026-03-01,0,0
S001331,CMP-2602,C00265,2026-03-01,0,0
S001332,CMP-2602,C00300,2026-03-01,1,0
S001333,CMP-2602,C00064,2026-03-01,0,0
S001334,CMP-2602,C00453,2026-03-01,0,0
S001335,CMP-2602,C00225,2026-03-01,0,0
S001336,CMP-2602,C00389,2026-03-01,0,0
S001337,CMP-2602,C00250,2026-03-01,0,0
S001338,CMP-2602,C00222,2026-03-01,0,0
S001339,CMP-2602,C00391,2026-03-01,1,0
S001340,CMP-2602,C00264,2026-03-01,1,0
S001341,CMP-2602,C00019,2026-03-01,1,0
S001342,CMP-2602,C00342,2026-03-01,1,1
S001343,CMP-2602,C00400,2026-03-01,1,0
S001344,CMP-2602,C00281,2026-03-01,0,0
S001345,CMP-2602,C00374,2026-03-01,1,0
S001346,CMP-2602,C00522,2026-03-01,1,0
S001347,CMP-2602,C00290,2026-03-01,1,0
S001348,CMP-2602,C00500,2026-03-01,0,0
S001349,CMP-2602,C00506,2026-03-01,1,1
S001350,CMP-2602,C00079,2026-03-01,0,0
S001351,CMP-2602,C00559,2026-03-01,1,0
S001352,CMP-2602,C00194,2026-03-01,0,0
S001353,CMP-2602,C00504,2026-03-01,0,0
S001354,CMP-2602,C00339,2026-03-01,0,0
S001355,CMP-2602,C00366,2026-03-01,1,1
S001356,CMP-2602,C00226,2026-03-01,1,0
S001357,CMP-2602,C00375,2026-03-01,1,0
S001358,CMP-2602,C00370,2026-03-01,0,0
S001359,CMP-2602,C00326,2026-03-01,1,0
S001360,CMP-2602,C00137,2026-03-01,0,0
S001361,CMP-2602,C00074,2026-03-01,0,0
S001362,CMP-2602,C00073,2026-03-01,1,0
S001363,CMP-2602,C00462,2026-03-01,0,0
S001364,CMP-2602,C00101,2026-03-01,0,0
S001365,CMP-2602,C00048,2026-03-01,0,0
S001366,CMP-2602,C00316,2026-03-01,0,0
S001367,CMP-2602,C00197,2026-03-01,1,0
S001368,CMP-2602,C00142,2026-03-01,1,0
S001369,CMP-2602,C00202,2026-03-01,0,0
S001370,CMP-2602,C00593,2026-03-01,0,0
S001371,CMP-2602,C00022,2026-03-01,1,0
S001372,CMP-2602,C00023,2026-03-01,1,1
S001373,CMP-2602,C00156,2026-03-01,0,0
S001374,CMP-2602,C00007,2026-03-01,1,0
S001375,CMP-2602,C00589,2026-03-01,1,0
S001376,CMP-2602,C00510,2026-03-01,0,0
S001377,CMP-2602,C00215,2026-03-01,0,0
S001378,CMP-2602,C00292,2026-03-01,0,0
S001379,CMP-2602,C00425,2026-03-01,0,0
S001380,CMP-2602,C00214,2026-03-01,0,0
S001381,CMP-2602,C00410,2026-03-01,0,0
S001382,CMP-2602,C00078,2026-03-01,1,0
S001383,CMP-2602,C00219,2026-03-01,0,0
S001384,CMP-2602,C00457,2026-03-01,0,0
S001385,CMP-2602,C00291,2026-03-01,1,0
S001386,CMP-2602,C00131,2026-03-01,0,0
S001387,CMP-2602,C00108,2026-03-01,1,0
S001388,CMP-2602,C00586,2026-03-01,0,0
S001389,CMP-2602,C00034,2026-03-01,0,0
S001390,CMP-2602,C00084,2026-03-01,1,0
S001391,CMP-2602,C00020,2026-03-01,0,0
S001392,CMP-2602,C00136,2026-03-01,1,1
S001393,CMP-2602,C00373,2026-03-01,0,0
S001394,CMP-2602,C00248,2026-03-01,0,0
S001395,CMP-2602,C00403,2026-03-01,0,0
S001396,CMP-2602,C00412,2026-03-01,1,0
S001397,CMP-2602,C00431,2026-03-01,1,0
S001398,CMP-2602,C00240,2026-03-01,0,0
S001399,CMP-2602,C00536,2026-03-01,0,0
S001400,CMP-2602,C00345,2026-03-01,0,0
S001401,CMP-2602,C00253,2026-03-01,0,0
S001402,CMP-2602,C00059,2026-03-01,0,0
S001403,CMP-2602,C00041,2026-03-01,1,1
S001404,CMP-2602,C00343,2026-03-01,0,0
S001405,CMP-2602,C00534,2026-03-01,1,0
S001406,CMP-2602,C00176,2026-03-01,0,0
S001407,CMP-2602,C00435,2026-03-01,0,0
S001408,CMP-2602,C00408,2026-03-01,0,0
S001409,CMP-2602,C00485,2026-03-01,0,0
S001410,CMP-2602,C00241,2026-03-01,0,0
S001411,CMP-2602,C00133,2026-03-01,0,0
S001412,CMP-2602,C00296,2026-03-01,0,0
S001413,CMP-2602,C00598,2026-03-01,1,0
S001414,CMP-2602,C00417,2026-03-01,0,0
S001415,CMP-2602,C00380,2026-03-01,0,0
S001416,CMP-2602,C00448,2026-03-01,1,1
S001417,CMP-2602,C00324,2026-03-01,0,0
S001418,CMP-2602,C00341,2026-03-01,0,0
S001419,CMP-2602,C00530,2026-03-01,0,0
S001420,CMP-2602,C00270,2026-03-01,1,0
S001421,CMP-2602,C00568,2026-03-01,1,0
S001422,CMP-2602,C00459,2026-03-01,1,0
S001423,CMP-2602,C00350,2026-03-01,0,0
S001424,CMP-2602,C00367,2026-03-01,1,0
S001425,CMP-2602,C00515,2026-03-01,1,0
S001426,CMP-2602,C00486,2026-03-01,0,0
S001427,CMP-2602,C00378,2026-03-01,1,0
S001428,CMP-2602,C00143,2026-03-01,1,1
S001429,CMP-2602,C00305,2026-03-01,1,0
S001430,CMP-2602,C00126,2026-03-01,1,0
S001431,CMP-2602,C00116,2026-03-01,1,0
S001432,CMP-2602,C00012,2026-03-01,1,1
S001433,CMP-2602,C00223,2026-03-01,0,0
S001434,CMP-2602,C00407,2026-03-01,1,0
S001435,CMP-2602,C00587,2026-03-01,0,0
S001436,CMP-2602,C00169,2026-03-01,0,0
S001437,CMP-2602,C00513,2026-03-01,0,0
S001438,CMP-2602,C00154,2026-03-01,0,0
S001439,CMP-2602,C00256,2026-03-01,1,1
S001440,CMP-2602,C00208,2026-03-01,1,0
S001441,CMP-2602,C00584,2026-03-01,0,0
S001442,CMP-2602,C00523,2026-03-01,1,1
S001443,CMP-2602,C00574,2026-03-01,0,0
S001444,CMP-2602,C00132,2026-03-01,1,0
S001445,CMP-2602,C00521,2026-03-01,0,0
S001446,CMP-2602,C00563,2026-03-01,0,0
S001447,CMP-2602,C00285,2026-03-01,0,0
S001448,CMP-2602,C00115,2026-03-01,0,0
S001449,CMP-2602,C00404,2026-03-01,0,0
S001450,CMP-2602,C00128,2026-03-01,0,0
S001451,CMP-2602,C00238,2026-03-01,0,0
S001452,CMP-2602,C00451,2026-03-01,0,0
S001453,CMP-2602,C00051,2026-03-01,1,0
S001454,CMP-2602,C00278,2026-03-01,1,0
S001455,CMP-2602,C00571,2026-03-01,0,0
S001456,CMP-2602,C00186,2026-03-01,1,0
S001457,CMP-2602,C00580,2026-03-01,0,0
S001458,CMP-2602,C00205,2026-03-01,0,0
S001459,CMP-2602,C00424,2026-03-01,1,1
S001460,CMP-2602,C00416,2026-03-01,1,0
S001461,CMP-2602,C00557,2026-03-01,0,0
S001462,CMP-2602,C00358,2026-03-01,1,0
S001463,CMP-2602,C00567,2026-03-01,0,0
S001464,CMP-2602,C00125,2026-03-01,1,0
S001465,CMP-2602,C00471,2026-03-01,1,0
S001466,CMP-2602,C00320,2026-03-01,0,0
S001467,CMP-2602,C00247,2026-03-01,0,0
S001468,CMP-2602,C00581,2026-03-01,1,1
S001469,CMP-2602,C00161,2026-03-01,0,0
S001470,CMP-2602,C00030,2026-03-01,0,0
S001471,CMP-2602,C00224,2026-03-01,0,0
S001472,CMP-2602,C00361,2026-03-01,0,0
S001473,CMP-2602,C00463,2026-03-01,1,1
S001474,CMP-2602,C00349,2026-03-01,0,0
S001475,CMP-2602,C00213,2026-03-01,1,0
S001476,CMP-2602,C00243,2026-03-01,0,0
S001477,CMP-2602,C00016,2026-03-01,0,0
S001478,CMP-2602,C00569,2026-03-01,0,0
S001479,CMP-2602,C00190,2026-03-01,1,0
S001480,CMP-2602,C00061,2026-03-01,1,0
S001481,CMP-2602,C00158,2026-03-01,0,0
S001482,CMP-2602,C00121,2026-03-01,1,0
S001483,CMP-2602,C00464,2026-03-01,1,1
S001484,CMP-2602,C00526,2026-03-01,0,0
S001485,CMP-2602,C00203,2026-03-01,1,0
S001486,CMP-2602,C00376,2026-03-01,1,0
S001487,CMP-2602,C00110,2026-03-01,0,0
S001488,CMP-2602,C00329,2026-03-01,0,0
S001489,CMP-2602,C00549,2026-03-01,1,0
S001490,CMP-2602,C00476,2026-03-01,0,0
S001491,CMP-2602,C00147,2026-03-01,1,0
S001492,CMP-2602,C00337,2026-03-01,0,0
S001493,CMP-2602,C00402,2026-03-01,0,0
S001494,CMP-2602,C00173,2026-03-01,0,0
S001495,CMP-2602,C00082,2026-03-01,0,0
S001496,CMP-2602,C00495,2026-03-01,1,0
S001497,CMP-2602,C00304,2026-03-01,1,1
S001498,CMP-2602,C00193,2026-03-01,0,0
S001499,CMP-2602,C00043,2026-03-01,1,0
S001500,CMP-2602,C00497,2026-03-01,1,1
